seqid	taxid	species	category	accession	length	source	original_header
MPDB005617	289598	Pythium angustatum	oomycetes	JX271799.1	786	reference	289598|Pythium angustatum|oomycetes|JX271799.1 JX271799.1 Pythium angustatum strain IBL/2011/22/1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005618	289598	Pythium angustatum	oomycetes	KM280065.1	743	reference	289598|Pythium angustatum|oomycetes|KM280065.1 KM280065.1 Pythium angustatum isolate UASWS1230 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005619	289598	Pythium angustatum	oomycetes	KP843596.1	813	reference	289598|Pythium angustatum|oomycetes|KP843596.1 KP843596.1 Pythium angustatum isolate Prg-07-09-650 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005620	289598	Pythium angustatum	oomycetes	KU210460.1	724	reference	289598|Pythium angustatum|fungi|根腐病 KU210460.1 Pythium angustatum isolate V-ARSO2_3-46 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005621	289598	Pythium angustatum	oomycetes	MT473788.1	720	reference	289598|Pythium angustatum|fungi|根腐病 MT473788.1 Pythium angustatum isolate JM12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005622	289598	Pythium angustatum	oomycetes	PQ107654.1	837	reference	289598|Pythium angustatum|fungi|根腐病 PQ107654.1 Pythium angustatum isolate RVel2021/114c small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005623	289618	Pythium lutarium	oomycetes	AY598688.1	777	reference	289618|Pythium lutarium|fungi|根腐病 AY598688.1 Pythium lutarium strain CBS 222.88 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005624	289618	Pythium lutarium	oomycetes	KU210117.1	785	reference	289618|Pythium lutarium|oomycetes|KU210117.1 KU210117.1 Pythium lutarium isolate NDSO_6-41 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005625	289618	Pythium lutarium	oomycetes	KU210120.1	785	reference	289618|Pythium lutarium|oomycetes|KU210120.1 KU210120.1 Pythium lutarium isolate NDSO_6-23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005626	289618	Pythium lutarium	oomycetes	KU210121.1	786	reference	289618|Pythium lutarium|oomycetes|KU210121.1 KU210121.1 Pythium lutarium isolate NDSO_6-35 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005627	289618	Pythium lutarium	oomycetes	KU210128.1	787	reference	289618|Pythium lutarium|oomycetes|KU210128.1 KU210128.1 Pythium lutarium isolate NDSO_6-21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005628	289618	Pythium lutarium	oomycetes	KU210158.1	810	reference	289618|Pythium lutarium|oomycetes|KU210158.1 KU210158.1 Pythium lutarium isolate NDSO_6-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005629	289618	Pythium lutarium	oomycetes	KU210253.1	785	reference	289618|Pythium lutarium|oomycetes|KU210253.1 KU210253.1 Pythium lutarium isolate NDSO_6-40 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005630	289618	Pythium lutarium	oomycetes	KU210254.1	786	reference	289618|Pythium lutarium|oomycetes|KU210254.1 KU210254.1 Pythium lutarium isolate NDSO_6-42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005631	289618	Pythium lutarium	oomycetes	KU210331.1	808	reference	289618|Pythium lutarium|oomycetes|KU210331.1 KU210331.1 Pythium lutarium isolate NESO_4-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005632	289618	Pythium lutarium	oomycetes	KU210467.1	782	reference	289618|Pythium lutarium|oomycetes|KU210467.1 KU210467.1 Pythium lutarium isolate C-ARSO2_3-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005633	289618	Pythium lutarium	oomycetes	KU210494.1	775	reference	289618|Pythium lutarium|oomycetes|KU210494.1 KU210494.1 Pythium lutarium isolate C-ARSO2_3-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005634	289618	Pythium lutarium	oomycetes	KU210496.1	780	reference	289618|Pythium lutarium|oomycetes|KU210496.1 KU210496.1 Pythium lutarium isolate V-ARSO2_4-42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005635	289618	Pythium lutarium	oomycetes	KU210498.1	780	reference	289618|Pythium lutarium|oomycetes|KU210498.1 KU210498.1 Pythium lutarium isolate V-ARSO2_3-42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005636	289618	Pythium lutarium	oomycetes	KU210502.1	785	reference	289618|Pythium lutarium|oomycetes|KU210502.1 KU210502.1 Pythium lutarium isolate C-ARSO2_3-18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005637	289618	Pythium lutarium	oomycetes	KU210504.1	781	reference	289618|Pythium lutarium|oomycetes|KU210504.1 KU210504.1 Pythium lutarium isolate C-ARSO2_3-11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005638	289618	Pythium lutarium	oomycetes	KU210505.1	787	reference	289618|Pythium lutarium|oomycetes|KU210505.1 KU210505.1 Pythium lutarium isolate C-ARSO2_3-16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005639	289618	Pythium lutarium	oomycetes	KU210506.1	791	reference	289618|Pythium lutarium|oomycetes|KU210506.1 KU210506.1 Pythium lutarium isolate V-ARSO2_3-43 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005640	289618	Pythium lutarium	oomycetes	KU210574.1	777	reference	289618|Pythium lutarium|oomycetes|KU210574.1 KU210574.1 Pythium lutarium isolate C-ILSO2_5-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005641	289618	Pythium lutarium	oomycetes	KU210575.1	778	reference	289618|Pythium lutarium|oomycetes|KU210575.1 KU210575.1 Pythium lutarium isolate C-ILSO2_3-24 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005642	289618	Pythium lutarium	oomycetes	KU210578.1	778	reference	289618|Pythium lutarium|oomycetes|KU210578.1 KU210578.1 Pythium lutarium isolate C-ILSO2_3-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005643	289618	Pythium lutarium	oomycetes	KU210579.1	779	reference	289618|Pythium lutarium|oomycetes|KU210579.1 KU210579.1 Pythium lutarium isolate C-ILSO2_1-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005644	289618	Pythium lutarium	oomycetes	KU210580.1	778	reference	289618|Pythium lutarium|oomycetes|KU210580.1 KU210580.1 Pythium lutarium isolate C-ILSO2_5-11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005645	289618	Pythium lutarium	oomycetes	KU210583.1	784	reference	289618|Pythium lutarium|oomycetes|KU210583.1 KU210583.1 Pythium lutarium isolate C-ILSO2_4-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005646	289618	Pythium lutarium	oomycetes	KU210587.1	782	reference	289618|Pythium lutarium|oomycetes|KU210587.1 KU210587.1 Pythium lutarium isolate C-ILSO2_1-17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005647	289618	Pythium lutarium	oomycetes	KU210588.1	787	reference	289618|Pythium lutarium|oomycetes|KU210588.1 KU210588.1 Pythium lutarium isolate C-ILSO2_4-24 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005648	289618	Pythium lutarium	oomycetes	KU210603.1	805	reference	289618|Pythium lutarium|oomycetes|KU210603.1 KU210603.1 Pythium lutarium isolate C-ILSO2_4-20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005649	289618	Pythium lutarium	oomycetes	KU210702.1	785	reference	289618|Pythium lutarium|oomycetes|KU210702.1 KU210702.1 Pythium lutarium isolate V-INSO2_6-52 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005650	289618	Pythium lutarium	oomycetes	KU211059.1	777	reference	289618|Pythium lutarium|oomycetes|KU211059.1 KU211059.1 Pythium lutarium isolate V-MNSO2_3-55 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005651	289618	Pythium lutarium	oomycetes	KU211277.1	777	reference	289618|Pythium lutarium|oomycetes|KU211277.1 KU211277.1 Pythium lutarium isolate C-NESO2_5-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005652	289618	Pythium lutarium	oomycetes	KU211278.1	779	reference	289618|Pythium lutarium|oomycetes|KU211278.1 KU211278.1 Pythium lutarium isolate C-NESO2_5-20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005653	289618	Pythium lutarium	oomycetes	KX346232.1	812	reference	289618|Pythium lutarium|oomycetes|KX346232.1 KX346232.1 Pythium lutarium internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005654	289618	Pythium lutarium	oomycetes	KY708961.1	662	reference	289618|Pythium lutarium|oomycetes|KY708961.1 KY708961.1 Pythium lutarium isolate NG.NO.ST76.106 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005655	289618	Pythium lutarium	oomycetes	MF115257.1	826	reference	289618|Pythium lutarium|oomycetes|MF115257.1 MF115257.1 Pythium lutarium voucher ABD:N25 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005656	289618	Pythium lutarium	oomycetes	MK326435.1	776	reference	289618|Pythium lutarium|oomycetes|MK326435.1 MK326435.1 Pythium lutarium isolate MICO_3-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005657	289618	Pythium lutarium	oomycetes	MK326443.1	796	reference	289618|Pythium lutarium|oomycetes|MK326443.1 MK326443.1 Pythium lutarium isolate MICO_3-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005658	289618	Pythium lutarium	oomycetes	MK326444.1	809	reference	289618|Pythium lutarium|oomycetes|MK326444.1 MK326444.1 Pythium lutarium isolate MICO_3-21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005659	289618	Pythium lutarium	oomycetes	MK326449.1	813	reference	289618|Pythium lutarium|oomycetes|MK326449.1 MK326449.1 Pythium lutarium isolate MICO_3-26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005660	289618	Pythium lutarium	oomycetes	MK326458.1	790	reference	289618|Pythium lutarium|oomycetes|MK326458.1 MK326458.1 Pythium lutarium isolate MICO_3-38 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005661	289618	Pythium lutarium	oomycetes	MK326475.1	774	reference	289618|Pythium lutarium|oomycetes|MK326475.1 MK326475.1 Pythium lutarium isolate MICO_4-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005662	289618	Pythium lutarium	oomycetes	MK326527.1	783	reference	289618|Pythium lutarium|oomycetes|MK326527.1 MK326527.1 Pythium lutarium isolate C-MICO2_3-11_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005663	289618	Pythium lutarium	oomycetes	MN522172.1	249	reference	289618|Pythium lutarium|oomycetes|MN522172.1 MN522172.1 Pythium lutarium clone 2014_401 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence
MPDB005664	289618	Pythium lutarium	oomycetes	OR784332.1	828	reference	289618|Pythium lutarium|fungi|根腐病 OR784332.1 Pythium lutarium strain AZFC-RA224-2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005665	289618	Pythium lutarium	oomycetes	PV082505.1	605	reference	289618|Pythium lutarium|fungi|根腐病 PV082505.1 Pythium lutarium isolate GN59 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
MPDB005666	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107995.1	938	reference	36331|Globisporangium irregulare (Pythium irregulare)|oomycetes|AB107995.1 AB107995.1 Pythium irregulare genes for ITS1, 5.8S rRNA, ITS2, complete sequence, strain: 74-22
MPDB005667	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107996.1	948	reference	36331|Globisporangium irregulare (Pythium irregulare)|oomycetes|AB107996.1 AB107996.1 Pythium irregulare genes for ITS1, 5.8S rRNA, ITS2, complete sequence, strain: ATCC42912
