seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB005613	289596	Pythium adhaerens	oomycetes	OR784346.1	831	794	794	47.1033	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005614	289598	Pythium angustatum	oomycetes	AY598623.1	2254	779	779	45.9564	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005615	289598	Pythium angustatum	oomycetes	HQ643437.1	820	779	779	45.9564	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005616	289598	Pythium angustatum	oomycetes	JX271794.1	800	800	800	45.6250	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005617	289598	Pythium angustatum	oomycetes	JX271799.1	786	786	786	45.6743	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005618	289598	Pythium angustatum	oomycetes	KM280065.1	743	743	743	46.2988	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005619	289598	Pythium angustatum	oomycetes	KP843596.1	813	767	767	45.5020	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005620	289598	Pythium angustatum	oomycetes	KU210460.1	724	724	724	46.4088	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005621	289598	Pythium angustatum	oomycetes	MT473788.1	720	720	720	46.1752	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005622	289598	Pythium angustatum	oomycetes	PQ107654.1	837	796	796	45.7286	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005623	289618	Pythium lutarium	oomycetes	AY598688.1	777	777	777	44.7876	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005624	289618	Pythium lutarium	oomycetes	KU210117.1	785	785	785	44.9682	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005625	289618	Pythium lutarium	oomycetes	KU210120.1	785	785	785	44.9682	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005626	289618	Pythium lutarium	oomycetes	KU210121.1	786	786	786	44.9109	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005627	289618	Pythium lutarium	oomycetes	KU210128.1	787	787	787	44.7268	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005628	289618	Pythium lutarium	oomycetes	KU210158.1	810	810	810	45.0617	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005629	289618	Pythium lutarium	oomycetes	KU210253.1	785	785	785	44.8408	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005630	289618	Pythium lutarium	oomycetes	KU210254.1	786	786	786	45.0955	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005631	289618	Pythium lutarium	oomycetes	KU210331.1	808	808	808	44.9257	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005632	289618	Pythium lutarium	oomycetes	KU210467.1	782	782	782	47.3146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005633	289618	Pythium lutarium	oomycetes	KU210494.1	775	775	775	44.9032	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005634	289618	Pythium lutarium	oomycetes	KU210496.1	780	780	780	45.0000	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005635	289618	Pythium lutarium	oomycetes	KU210498.1	780	780	780	45.1282	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005636	289618	Pythium lutarium	oomycetes	KU210502.1	785	785	785	44.8408	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005637	289618	Pythium lutarium	oomycetes	KU210504.1	781	781	781	44.6863	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005638	289618	Pythium lutarium	oomycetes	KU210505.1	787	787	787	44.8539	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005639	289618	Pythium lutarium	oomycetes	KU210506.1	791	791	791	44.6835	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005640	289618	Pythium lutarium	oomycetes	KU210574.1	777	777	777	45.0450	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005641	289618	Pythium lutarium	oomycetes	KU210575.1	778	778	778	44.9871	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005642	289618	Pythium lutarium	oomycetes	KU210578.1	778	778	778	44.9871	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005643	289618	Pythium lutarium	oomycetes	KU210579.1	779	779	779	45.3145	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005644	289618	Pythium lutarium	oomycetes	KU210580.1	778	778	778	44.9871	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005645	289618	Pythium lutarium	oomycetes	KU210583.1	784	784	784	44.8980	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005646	289618	Pythium lutarium	oomycetes	KU210587.1	782	782	782	44.8849	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005647	289618	Pythium lutarium	oomycetes	KU210588.1	787	787	787	44.8539	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005648	289618	Pythium lutarium	oomycetes	KU210603.1	805	805	805	45.2174	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005649	289618	Pythium lutarium	oomycetes	KU210702.1	785	785	785	44.9682	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005650	289618	Pythium lutarium	oomycetes	KU211059.1	777	777	777	44.7876	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005651	289618	Pythium lutarium	oomycetes	KU211277.1	777	777	777	45.0450	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005652	289618	Pythium lutarium	oomycetes	KU211278.1	779	779	779	45.0578	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005653	289618	Pythium lutarium	oomycetes	KX346232.1	812	751	751	43.7166	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005654	289618	Pythium lutarium	oomycetes	KY708961.1	662	600	600	46.6667	5.8S-ITS2	ITSx-region-extraction
MPDB005655	289618	Pythium lutarium	oomycetes	MF115257.1	826	781	781	44.6727	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005656	289618	Pythium lutarium	oomycetes	MK326435.1	776	776	776	44.8454	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005657	289618	Pythium lutarium	oomycetes	MK326443.1	796	796	796	44.8492	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005658	289618	Pythium lutarium	oomycetes	MK326444.1	809	809	809	44.7466	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005659	289618	Pythium lutarium	oomycetes	MK326449.1	813	813	813	45.0185	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005660	289618	Pythium lutarium	oomycetes	MK326458.1	790	790	790	44.6835	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005661	289618	Pythium lutarium	oomycetes	MK326475.1	774	774	774	44.8320	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005662	289618	Pythium lutarium	oomycetes	MK326527.1	783	783	783	45.3384	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005664	289618	Pythium lutarium	oomycetes	OR784332.1	828	789	789	45.1204	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005665	289618	Pythium lutarium	oomycetes	PV082505.1	605	605	605	46.6116	5.8S-ITS2	ITSx-region-extraction
MPDB005666	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107995.1	938	938	938	48.2942	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005667	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107996.1	948	948	948	48.2068	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005668	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107997.1	937	937	937	47.0651	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005669	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107998.1	916	916	916	49.6725	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005670	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB107999.1	937	937	937	47.2785	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005671	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB108000.1	945	945	945	48.6772	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005672	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB108001.1	916	916	916	49.6166	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005673	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB108003.1	916	916	916	49.6725	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005674	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB108004.1	927	927	927	48.1122	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005675	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AB108005.1	937	937	937	47.1718	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005676	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	AY598702.2	4212	936	936	47.1154	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005677	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	LC858064.1	914	914	914	47.4836	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005678	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OL342596.1	938	938	938	47.8678	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005679	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OL952624.1	884	884	884	48.5294	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005680	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OR194729.1	873	873	873	48.1100	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005681	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OR194752.1	938	938	938	47.9657	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005682	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OR194753.1	742	742	742	48.9598	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005683	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	OR259033.1	618	482	482	46.2656	ITS2	ITSx-region-extraction
MPDB005684	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP789600.1	948	948	948	48.3122	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005685	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP817565.1	968	936	936	47.1658	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005686	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP835986.1	960	960	960	47.3958	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005687	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP844717.1	829	829	829	48.4922	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005688	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP844848.1	831	831	831	48.3755	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005689	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP844890.1	800	770	770	48.4416	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005690	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP965682.1	525	525	525	46.0952	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005691	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP965683.1	556	556	556	46.4029	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005692	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PP965684.1	550	550	550	46.1818	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005693	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PQ216304.1	705	705	705	49.2199	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005694	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PQ331059.1	944	944	944	47.8814	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005695	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PQ331060.1	491	491	491	46.0285	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005696	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PQ331061.1	533	533	533	46.1538	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005697	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PQ895788.1	825	825	825	49.0909	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005698	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PV776018.1	984	984	984	47.4059	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005699	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PV776019.1	981	981	981	47.4006	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005700	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PV777972.1	983	983	983	47.3042	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005701	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PV777973.1	986	986	986	47.4645	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005702	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PX394239.1	711	711	711	46.4135	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005703	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PX394240.1	712	712	712	46.4888	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005704	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PX972522.1	635	478	478	48.1172	ITS2	ITSx-region-extraction
MPDB005705	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PZ445155.1	922	922	922	47.7742	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005706	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PZ445157.1	922	922	922	47.8308	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005707	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PZ445161.1	922	922	922	47.6554	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005708	36331	Globisporangium irregulare (Pythium irregulare)	oomycetes	PZ782685.1	907	907	907	47.7398	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005712	4799	Pythium torulosum	oomycetes	AB095046.1	775	775	775	45.2196	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005713	4799	Pythium torulosum	oomycetes	AB160846.1	775	775	775	45.2903	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005714	4799	Pythium torulosum	oomycetes	AY598624.2	4041	774	774	45.3488	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005715	4799	Pythium torulosum	oomycetes	MK795031.1	862	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005716	4799	Pythium torulosum	oomycetes	MK795037.1	878	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005717	4799	Pythium torulosum	oomycetes	MK795045.1	858	774	774	45.3488	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005718	4799	Pythium torulosum	oomycetes	MK795047.1	850	774	774	45.3488	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005719	4799	Pythium torulosum	oomycetes	MK795048.1	859	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005720	4799	Pythium torulosum	oomycetes	MK795050.1	853	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005721	4799	Pythium torulosum	oomycetes	MK795053.1	856	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005722	4799	Pythium torulosum	oomycetes	MK795058.1	875	774	774	45.4780	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005723	4799	Pythium torulosum	oomycetes	MT414939.1	754	754	754	45.7560	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005724	4799	Pythium torulosum	oomycetes	MZ540564.1	822	774	774	45.3488	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005725	4799	Pythium torulosum	oomycetes	MZ540565.1	783	783	783	45.3384	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005726	4799	Pythium torulosum	oomycetes	MZ540567.1	775	775	775	45.5484	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005727	4799	Pythium torulosum	oomycetes	MZ540570.1	825	776	776	45.2320	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005728	4799	Pythium torulosum	oomycetes	MZ540572.1	817	775	775	45.2903	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005729	4799	Pythium torulosum	oomycetes	OK257561.1	801	801	801	45.3184	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005730	4799	Pythium torulosum	oomycetes	OK257562.1	800	800	800	45.3750	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005731	4799	Pythium torulosum	oomycetes	OP933359.1	748	748	748	45.1743	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005732	4799	Pythium torulosum	oomycetes	OP933360.1	811	750	750	45.3209	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005733	4799	Pythium torulosum	oomycetes	OP933361.1	753	753	753	45.3457	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005734	4799	Pythium torulosum	oomycetes	OQ678451.1	811	811	811	45.3761	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005735	4799	Pythium torulosum	oomycetes	OR120524.1	825	778	778	45.1157	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005736	4799	Pythium torulosum	oomycetes	OR120559.1	826	779	779	45.1861	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005737	4799	Pythium torulosum	oomycetes	OR120572.1	825	779	779	45.1861	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005738	4799	Pythium torulosum	oomycetes	OR120573.1	824	778	778	45.1157	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005739	4799	Pythium torulosum	oomycetes	OR120580.1	825	778	778	45.2442	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005740	4799	Pythium torulosum	oomycetes	OR120635.1	839	777	777	45.4311	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005741	4799	Pythium torulosum	oomycetes	OR194618.1	772	772	772	45.3368	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005742	4799	Pythium torulosum	oomycetes	OR194634.1	779	779	779	45.3826	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005743	4799	Pythium torulosum	oomycetes	OR194637.1	779	779	779	45.5712	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005744	4799	Pythium torulosum	oomycetes	OR194640.1	727	693	693	44.5887	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005745	4799	Pythium torulosum	oomycetes	OR194642.1	814	768	768	45.5729	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005746	4799	Pythium torulosum	oomycetes	OR194658.1	823	775	775	45.2903	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005747	4799	Pythium torulosum	oomycetes	OR194669.1	827	775	775	45.2903	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005748	4799	Pythium torulosum	oomycetes	OR194723.1	804	768	768	45.8931	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005749	4799	Pythium torulosum	oomycetes	OR194724.1	798	765	765	45.6209	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005750	4799	Pythium torulosum	oomycetes	OR194726.1	806	769	769	45.7031	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005751	4799	Pythium torulosum	oomycetes	OR194773.1	799	766	766	45.6209	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005752	4799	Pythium torulosum	oomycetes	OR784401.1	775	775	775	45.5484	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005753	4799	Pythium torulosum	oomycetes	PP835995.1	825	785	785	45.0955	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005754	4799	Pythium torulosum	oomycetes	PZ810747.1	825	784	784	45.2806	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005755	65069	Pythium acanthicum	oomycetes	AY598617.2	4048	766	766	43.2115	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005756	65069	Pythium acanthicum	oomycetes	KX423753.1	822	776	776	43.8144	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005757	65069	Pythium acanthicum	oomycetes	MG799207.1	753	753	753	43.6919	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005758	65069	Pythium acanthicum	oomycetes	MK794821.1	849	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005759	65069	Pythium acanthicum	oomycetes	MK794855.1	854	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005760	65069	Pythium acanthicum	oomycetes	MK794863.1	844	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005761	65069	Pythium acanthicum	oomycetes	MK794871.1	850	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005762	65069	Pythium acanthicum	oomycetes	MK794887.1	850	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005763	65069	Pythium acanthicum	oomycetes	MK794917.1	844	778	778	42.9306	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005764	65069	Pythium acanthicum	oomycetes	MK794969.1	849	787	787	43.4562	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005765	65069	Pythium acanthicum	oomycetes	MK795060.1	851	773	773	43.2083	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005766	65069	Pythium acanthicum	oomycetes	MT758167.1	772	772	772	43.1347	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005767	65069	Pythium acanthicum	oomycetes	MT758168.1	863	769	769	42.9129	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005768	65069	Pythium acanthicum	oomycetes	MT758169.1	871	769	769	42.9129	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005769	65069	Pythium acanthicum	oomycetes	MT758170.1	858	770	770	42.9870	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005770	65069	Pythium acanthicum	oomycetes	MT758181.1	822	781	781	43.4059	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005771	65069	Pythium acanthicum	oomycetes	MT758182.1	770	770	770	42.9870	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005772	65069	Pythium acanthicum	oomycetes	MW426378.1	859	769	769	42.9129	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005773	65069	Pythium acanthicum	oomycetes	MW489839.1	859	769	769	43.0429	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005774	65069	Pythium acanthicum	oomycetes	OL468023.1	781	781	781	43.2778	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005775	65069	Pythium acanthicum	oomycetes	OL468024.1	727	727	727	43.1912	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005776	65069	Pythium acanthicum	oomycetes	OL468036.1	650	650	650	42.3077	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005777	65069	Pythium acanthicum	oomycetes	OL661627.1	753	753	753	43.2935	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005778	65069	Pythium acanthicum	oomycetes	ON306886.1	813	745	745	43.2796	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005779	65069	Pythium acanthicum	oomycetes	ON306887.1	783	783	783	43.8619	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005780	65069	Pythium acanthicum	oomycetes	ON306888.1	795	744	744	43.2796	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005781	65069	Pythium acanthicum	oomycetes	ON306902.1	780	751	751	43.3155	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005782	65069	Pythium acanthicum	oomycetes	ON306903.1	808	757	757	43.3289	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005783	65069	Pythium acanthicum	oomycetes	ON860611.1	764	764	764	43.0628	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005784	65069	Pythium acanthicum	oomycetes	OR120575.1	808	767	767	43.4159	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005785	65069	Pythium acanthicum	oomycetes	OR120577.1	752	710	710	43.5211	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005786	65069	Pythium acanthicum	oomycetes	OR120632.1	825	774	774	42.7649	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005787	65069	Pythium acanthicum	oomycetes	OR120633.1	820	778	778	43.0591	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005788	65069	Pythium acanthicum	oomycetes	OR120679.1	819	769	769	43.3030	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005789	65069	Pythium acanthicum	oomycetes	OR120793.1	635	635	635	42.8346	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005790	65069	Pythium acanthicum	oomycetes	OR643500.1	735	735	735	43.6735	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005791	65069	Pythium acanthicum	oomycetes	OR643519.1	732	732	732	43.5792	ITS1-5.8S-ITS2	ITSx-region-extraction
